26,31556500,해야 (Sunrise),여자친구 (GFRIEND),33026,10242169,여자친구 The 2nd Album `Time for us`
27,31373277,내 생에 아름다운,케이윌,92575,10214874,뷰티 인사이드 OST Part.4
28,8252573,아주 NICE,세븐틴,91158,2695228,Love&Letter Repackage Album
29,31244486,A-TEEN,세븐틴,85589,10194044,A-TEEN Part.3
30,31453551,흔한 이별,허각,39044,10226943,흔한 이별
31,31304766,이별하러 가는 길,임한별,72791,10203965,이별하러 가는 길
32,31417922,아름답고도 아프구나,비투비,122392,10215293,HOUR MOMENT
33,31579835,With you,양요섭,11161,10245788,20 Full Moons
34,31542508,%%(응응),Apink (에이핑크),27403,10239951,PERCENT
35,31314144,가을 타나 봐,바이브,113481,10205439,가을 타나 봐
36,31085237,FAKE LOVE,방탄소년단,270013,10168559,LOVE YOURSELF 轉 `Tear`
37,30244931,봄날,방탄소년단,379401,10037969,YOU NEVER WALK ALONE
38,31346009,삐삐,아이유,205279,10210535,삐삐
39,31402611,"thank u, next",Ariana Grande,85259,10219179,"thank u, next"
40,31356458,고백,양다일,99392,10212203,고백
41,31492321,트라우마 (Trauma),EXO,67403,10232781,LOVE SHOT - The 5th Album Repackage
42,31266289,I`m Fine,방탄소년단,159033,10197480,LOVE YOURSELF 結 `Answer`
43,31151836,Way Back Home,숀 (SHAUN),250833,10179508,Take
44,31486544,We all lie,하진,48648,10231822,SKY 캐슬 OST Part.4
45,31495659,첫눈에,헤이즈 (Heize),51720,10233243,첫눈에
46,31492322,Wait,EXO,68272,10232781,LOVE SHOT - The 5th Album Repackage
47,31575356,Heu ! (Full Ver.),수퍼비,16187,10244998,Heu ! (Full Ver.)
48,31524320,그때가 좋았어,케이시 (Kassy),21640,10237420,그때가 좋았어
49,31399726,Gravity,EXO,96078,10218750,DON`T MESS UP MY TEMPO - The 5th Album
50,31062863,열애중,벤,149582,10164839,RECIPE
51,30637982,DNA,방탄소년단,335939,10097112,LOVE YOURSELF 承 `Her`
52,31399725,닿은 순간 (Ooh La La La),EXO,93447,10218750,DON`T MESS UP MY TEMPO - The 5th Album
53,31399724,Sign,EXO,90207,10218750,DON`T MESS UP MY TEMPO - The 5th Album
54,31399728,24/7,EXO,92131,10218750,DON`T MESS UP MY TEMPO - The 5th Album
55,31266282,Euphoria,방탄소년단,152679,10197480,LOVE YOURSELF 結 `Answer`
56,31433084,봄바람,Wanna One (워너원),126184,10223837,1¹¹=1 (POWER OF DESTINY)
57,31532642,사계 (하루살이),엠씨더맥스,23263,10238710,Circular
58,31266291,Answer : Love Myself,방탄소년단,133030,10197480,LOVE YOURSELF 結 `Answer`
59,31399731,여기 있을게 (Smile On My Face),EXO,87244,10218750,DON`T MESS UP MY TEMPO - The 5th Album
60,31399730,Damage,EXO,83776,10218750,DON`T MESS UP MY TEMPO - The 5th Album
61,31316695,하루도 그대를 사랑하지 않은 적이 없었다,임창정,136758,10205805,하루도 그대를 사랑하지 않은 적이 없었다
62,31399727,가끔 (With You),EXO,84951,10218750,DON`T MESS UP MY TEMPO - The 5th Album
63,31340985,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1,Kid Milli,루피(Loopy)",121476,10209647,쇼미더머니 777 Episode 1
64,31399729,후폭풍 (Bad Dream),EXO,83650,10218750,DON`T MESS UP MY TEMPO - The 5th Album
65,31399722,오아시스 (Oasis),EXO,86759,10218750,DON`T MESS UP MY TEMPO - The 5th Album
66,31573334,사랑 이딴 거,임한별,7140,10244754,사랑 이딴 거
67,31085238,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,192762,10168559,LOVE YOURSELF 轉 `Tear`
68,31133898,너 없인 안 된다,비투비,151036,10175106,THIS IS US
69,31510409,알았다면,장덕철,22535,10235477,알았다면
70,31266288,Epiphany,방탄소년단,121237,10197480,LOVE YOURSELF 結 `Answer`
71,30806536,Universe,EXO,186067,10122917,"Universe - 겨울 스페셜 앨범, 2017"
72,30672529,그리워하다,비투비,219592,10102658,Brother Act.
73,30699142,지나오다,닐로 (Nilo),192970,10106853,About You
74,31388213,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),80595,10217163,COLOR*IZ
75,31470006,행복,오반,46481,10229387,행복
76,31403156,너는 어땠을까,노을,39419,10219296,별
77,31568442,No Question,"매드클라운,스텔라장 (Stella Jang)",15113,10243997,No Question
78,31085244,Anpanman,방탄소년단,150019,10168559,LOVE YOURSELF 轉 `Tear`
79,31266286,Trivia 轉 : Seesaw,방탄소년단,115802,10197480,LOVE YOURSELF 結 `Answer`
80,8235260,비,폴킴,184851,2692501,비
81,31219546,flex (Prod. By 기리보이),"기리보이,Kid Milli,NO:EL,스윙스",108358,10189965,Dingo X Indigo Music
82,31576009,이 노래가 클럽에서 나온다면,우디 (Woody),4283,10245121,이 노래가 클럽에서 나온다면
83,30809895,미안해,양다일,143277,10123639,inside
84,31144690,IndiGO,"저스디스 (JUSTHIS),Kid Milli,NO:EL,영비 (Young B)",90695,10178566,IM
85,31551385,"길 (Song by 아이유, 헨리, 조현아, 양다일)",god,26226,10241365,THEN & NOW
86,31526249,습관 (Bad Habits),숀 (SHAUN),19951,10237804,안녕
87,31131273,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,203373,10176415,SQUARE UP
88,30314784,밤편지,아이유,305076,10047890,밤편지
89,31302310,헤어지는 중,펀치 (Punch),99044,10203500,헤어지는 중
90,31314142,우리 그만하자,로이킴,122436,10205438,우리 그만하자
91,31344113,시간이 들겠지 (Feat. Colde),로꼬,97408,10210198,시간이 들겠지
92,31575470,눈송이,"오반,빈첸 (VINXEN)",7191,10245013,눈송이
93,31175119,Dance The Night Away,TWICE (트와이스),139215,10183127,Summer Nights
94,30669593,가을 안부,먼데이 키즈 (Monday Kiz),126906,10102177,가을 안부
95,31286161,사이렌 (Siren),선미,110712,10200838,WARNING
96,31569905,이별을 걷다 (A Walk To Goodbye),황치열,7659,10244259,The Four Seasons
97,30859584,사랑을 했다 (LOVE SCENARIO),iKON,279634,10132945,Return
98,30568338,에너제틱 (Energetic),Wanna One (워너원),286857,10085951,1X1=1(TO BE ONE)
99,31331745,이별길 (GOODBYE ROAD),iKON,84944,10208358,NEW KIDS : THE FINAL
100,30884950,그때 헤어지면 돼,로이킴,192511,10137574,그때 헤어지면 돼
