1,31571110,신청곡 (Feat. SUGA of BTS),이소라,84311,10244499,신청곡 (Feat. SUGA of BTS)
2,31532643,넘쳐흘러,엠씨더맥스,84704,10238710,Circular
3,31565593,초록빛,폴킴,50798,10243480,초록빛
4,31532438,벌써 12시,청하,80469,10238683,벌써 12시
5,31554317,띵 (Prod. By 기리보이),"Jvcki Wai,영비 (Young B),Osshun Gum,한요한",55385,10241866,Dingo X Indigo Music
6,31570736,Home,세븐틴,39498,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
7,31477685,180도,벤,121397,10230497,180˚
8,31406357,신용재,하은 (라코스테남),84051,10219644,신용재
9,31492319,Love Shot,EXO,122748,10232781,LOVE SHOT - The 5th Album Repackage
10,31455159,너도 그냥 날 놓아주면 돼,윤건,46122,10227145,너도 그냥 날 놓아주면 돼
11,31388145,너를 만나,폴킴,162858,10217134,너를 만나
12,31417871,SOLO,제니 (JENNIE),161123,10221424,SOLO
13,31448480,아낙네,MINO (송민호),143159,10226163,XX
14,31570735,Good to Me,세븐틴,25169,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
15,31506637,MILLIONS,WINNER,104040,10234872,MILLIONS
16,31570740,숨이 차,세븐틴,23344,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
17,31570737,포옹,세븐틴,23916,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
18,31399721,Tempo,EXO,168367,10218750,DON`T MESS UP MY TEMPO - The 5th Album
19,31579864,사랑하지 말아요 (Prod. 로코베리),이석훈,2109,10245801,사랑하지 말아요 (Prod. 로코베리)
20,30962526,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,236728,10149492,`키스 먼저 할까요?` OST Part.3
21,31570738,칠리,세븐틴,22196,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
22,31570739,Shhh,세븐틴,21863,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
23,31189085,어쩌나,세븐틴,74607,10185387,SEVENTEEN 5TH MINI ALBUM `YOU MAKE MY DAY`
24,31266290,IDOL,방탄소년단,216326,10197480,LOVE YOURSELF 結 `Answer`
25,31403163,YES or YES,TWICE (트와이스),116947,10219298,YES or YES
